name,description,image,attributes
57,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/57.png,"[{'trait_type': 'Background', 'value': 'Peach'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Russian Pablo T-Shirt'}, {'trait_type': 'Jewelry', 'value': 'Earring'}, {'trait_type': 'Headwear', 'value': 'Fisherman Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

58,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/58.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered Blue'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': 'Nose Ring'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

59,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/59.png,"[{'trait_type': 'Background', 'value': 'Magenta'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Tuxedo'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Docker Beanie'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

60,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/60.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache White'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Fur Coat Brown'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Afro'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

61,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/61.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Glass'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Hoodie Denim Jacket'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Olive Branches'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

62,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/62.png,"[{'trait_type': 'Background', 'value': 'Peach'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Formal Black Tie'}, {'trait_type': 'Jewelry', 'value': 'Nose Ring'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

63,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/63.png,"[{'trait_type': 'Background', 'value': 'Pink'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl Blue'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Vacation Shirt Red'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Fez'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

64,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/64.png,"[{'trait_type': 'Background', 'value': 'Magenta'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy Diamond'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Fez'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

65,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/65.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy Blue'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Pablo des Gar�ons'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Captain Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

66,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/66.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy Blue'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

67,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/67.png,"[{'trait_type': 'Background', 'value': 'Peach'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy Gold Grill'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Pablo Fitted Green'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

68,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/68.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl Diamond'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Party Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

69,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/69.png,"[{'trait_type': 'Background', 'value': 'Green'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache Pink'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Glass'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Hippie Vest'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Kings Crown'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

70,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/70.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache White'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Glass'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Formal Black Tie'}, {'trait_type': 'Jewelry', 'value': 'Nose Ring'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

71,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/71.png,"[{'trait_type': 'Background', 'value': 'Peach'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Construction'}, {'trait_type': 'Jewelry', 'value': 'Nose Stud'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

72,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/72.png,"[{'trait_type': 'Background', 'value': 'Green'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl Gold Grill'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Varsity Jacket Green'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

73,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/73.png,"[{'trait_type': 'Background', 'value': 'Peach'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache Pink'}, {'trait_type': 'Right Eye', 'value': 'Emerald'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Turtleneck'}, {'trait_type': 'Jewelry', 'value': 'Nose Stud'}, {'trait_type': 'Headwear', 'value': 'Bandana Red'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

74,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/74.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy Blue'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Varsity Jacket Blue'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Afro'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

75,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/75.png,"[{'trait_type': 'Background', 'value': 'Yellow'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite Blue'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Straw Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

76,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/76.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy Blue'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Robot'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'T-Shirt Blue Stripes'}, {'trait_type': 'Jewelry', 'value': 'Nose Ring'}, {'trait_type': 'Headwear', 'value': 'Kings Crown'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

77,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/77.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite Diamond'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Robot'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Pablo des Gar�ons'}, {'trait_type': 'Jewelry', 'value': 'Earring'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

78,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/78.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Leather Jacket'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Party Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

79,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/79.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy Gold Grill'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Tank Top NY'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Party Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

80,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/80.png,"[{'trait_type': 'Background', 'value': 'Peach'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl Blue'}, {'trait_type': 'Right Eye', 'value': 'Rainbow'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Construction'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Lumberjack'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

81,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/81.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Formal TieDye'}, {'trait_type': 'Jewelry', 'value': 'Nose Ring'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

82,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/82.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite Diamond'}, {'trait_type': 'Right Eye', 'value': 'Emerald'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'T-Shirt Blue Stripes'}, {'trait_type': 'Jewelry', 'value': 'Earring'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

83,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/83.png,"[{'trait_type': 'Background', 'value': 'Yellow'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache Pink'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Fur Coat Brown'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Bowler Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

84,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/84.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache White'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Vacation Shirt Red'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Afro'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

85,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/85.png,"[{'trait_type': 'Background', 'value': 'Pink'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Vacation Shirt Red'}, {'trait_type': 'Jewelry', 'value': 'Earring'}, {'trait_type': 'Headwear', 'value': 'Afro'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

86,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/86.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache Rainbow'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'High'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Tank Top LA'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Captain Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

